Date,nh3+orgn
2012-1-1,12.48485447
2012-1-2,12.28668217
2012-1-3,11.95884159
2012-1-4,12.08606331
2012-1-5,12.08606331
2012-1-6,11.95884159
2012-1-7,11.95884159
2012-1-8,11.70439815
2012-1-9,11.76800901
2012-1-10,11.76800901
2012-1-11,11.64078729
2012-1-12,11.64078729
2012-1-13,11.57717643
2012-1-14,11.07073613
2012-1-15,11.00957184
2012-1-16,11.00957184
2012-1-17,10.7037504
2012-1-18,10.45909325
2012-1-19,9.847450368
2012-1-20,9.847450368
2012-1-21,10.09210752
2012-1-22,10.27560038
2012-1-23,10.09944723
2012-1-24,10.04072952
2012-1-25,9.982011802
2012-1-26,10.15816495
2012-1-27,9.923294085
2012-1-28,9.982011802
2012-1-29,9.864576369
2012-1-30,10.15816495
2012-1-31,10.3343181
2012-2-1,10.27560038
2012-2-2,10.21688267
2012-2-3,10.15816495
2012-2-4,10.15816495
2012-2-5,9.678636933
2012-2-6,9.566094643
2012-2-7,9.284738918
2012-2-8,9.791179223
2012-2-9,9.678636933
2012-2-10,9.003383194
2012-2-11,9.115925484
2012-2-12,9.566094643
2012-2-13,9.566094643
2012-2-14,9.734908078
2012-2-15,9.678636933
2012-2-16,9.150177485
2012-2-17,8.719580897
2012-2-18,8.28898431
2012-2-19,8.181335163
2012-2-20,8.127510589
2012-2-21,8.127510589
2012-2-22,8.181335163
2012-2-23,8.181335163
2012-2-24,8.019861443
2012-2-25,8.181335163
2012-2-26,8.496942889
2012-2-27,8.609485179
2012-2-28,8.328129454
2012-2-29,9.847450368
2012-3-1,10.46643296
2012-3-2,9.172196628
2012-3-3,9.51227007
2012-3-4,9.042528338
2012-3-5,9.042528338
2012-3-6,12.03713188
2012-3-7,78.09456292
2012-3-8,1581.953145
2012-3-9,1108.394761
2012-3-10,517.6945336
2012-3-11,2149.068423
2012-3-12,3247.089721
2012-3-13,3431.316557
2012-3-14,2242.038141
2012-3-15,874.6493184
2012-3-16,345.7739529
2012-3-17,218.4299053
2012-3-18,164.4096061
2012-3-19,140.7757253
2012-3-20,152.4214057
2012-3-21,132.3105878
2012-3-22,111.2700727
2012-3-23,103.9303582
2012-3-24,89.34879191
2012-3-25,76.82234573
2012-3-26,69.53400917
2012-3-27,63.02368236
2012-3-28,59.66209309
2012-3-29,56.17817524
2012-3-30,59.22660336
2012-3-31,58.13787903
2012-4-1,57.26934614
2012-4-2,55.54695979
2012-4-3,63.51299666
2012-4-4,62.65180348
2012-4-5,58.7764342
2012-4-6,56.19285467
2012-4-7,54.47046832
2012-4-8,53.39397685
2012-4-9,51.29726506
2012-4-10,49.59445128
2012-4-11,48.95589612
2012-4-12,48.95589612
2012-4-13,48.95589612
2012-4-14,48.95589612
2012-4-15,57.86141645
2012-4-16,74.2730182
2012-4-17,76.79788001
2012-4-18,77.42909546
2012-4-19,82.37361651
2012-4-20,76.20091656
2012-4-21,65.88127789
2012-4-22,61.14471543
2012-4-23,57.48464443
2012-4-24,56.14881638
2012-4-25,54.16709345
2012-4-26,51.65201793
2012-4-27,50.09355187
2012-4-28,49.51860756
2012-4-29,49.06843841
2012-4-30,51.42204021
2012-5-1,51.05505448
2012-5-2,69.68325003
2012-5-3,89.01850476
2012-5-4,116.2121472
2012-5-5,94.92697498
2012-5-6,145.8156626
2012-5-7,441.8508165
2012-5-8,234.8708659
2012-5-9,146.7942912
2012-5-10,122.1817817
2012-5-11,67.32964823
2012-5-12,47.58092292
2012-5-13,36.6985728
2012-5-14,32.0598732
2012-5-15,27.86155647
2012-5-16,25.07735808
2012-5-17,23.85651889
2012-5-18,23.01734486
2012-5-19,21.84788367
2012-5-20,21.61790595
2012-5-21,20.59523906
2012-5-22,19.70713359
2012-5-23,19.16154814
2012-5-24,30.15154741
2012-5-25,118.2085496
2012-5-26,147.2591398
2012-5-27,162.3544861
2012-5-28,144.3966511
2012-5-29,59.15809935
2012-5-30,27.34777645
2012-5-31,22.92926829
2012-6-1,21.42218023
2012-6-2,20.56098705
2012-6-3,19.56767902
2012-6-4,18.62085584
2012-6-5,17.98964039
2012-6-6,17.56883009
2012-6-7,17.46362751
2012-6-8,17.56883009
2012-6-9,16.64647262
2012-6-10,16.0299366
2012-6-11,16.1326926
2012-6-12,15.61891258
2012-6-13,15.51615658
2012-6-14,19.26675072
2012-6-15,24.42657006
2012-6-16,20.14751647
2012-6-17,19.69490074
2012-6-18,22.30783912
2012-6-19,33.91437441
2012-6-20,44.45909766
2012-6-21,94.46212639
2012-6-22,131.1851649
2012-6-23,60.27862911
2012-6-24,40.69137752
2012-6-25,36.17011335
2012-6-26,33.90948127
2012-6-27,33.08743324
2012-6-28,32.0598732
2012-6-29,30.41577714
2012-6-30,30.00475312
2012-7-1,29.79924111
2012-7-2,29.3882171
2012-7-3,32.26538521
2012-7-4,30.62128914
2012-7-5,29.18270509
2012-7-6,28.36065706
2012-7-7,31.03231316
2012-7-8,30.41577714
2012-7-9,28.97719308
2012-7-10,28.77168108
2012-7-11,28.36065706
2012-7-12,28.15514505
2012-7-13,30.41577714
2012-7-14,31.44333718
2012-7-15,29.79924111
2012-7-16,29.18270509
2012-7-17,28.97719308
2012-7-18,46.5435766
2012-7-19,215.2982938
2012-7-20,132.7020392
2012-7-21,54.58301061
2012-7-22,39.14514432
2012-7-23,29.61330168
2012-7-24,24.87673922
2012-7-25,22.42038141
2012-7-26,19.57991187
2012-7-27,17.61531494
2012-7-28,15.75592059
2012-7-29,15.359576
2012-7-30,14.4837034
2012-7-31,13.3582805
2012-8-1,12.36497246
2012-8-2,11.9490553
2012-8-3,11.67748586
2012-8-4,13.12340963
2012-8-5,12.24509046
2012-8-6,11.22976328
2012-8-7,10.65726554
2012-8-8,10.49579182
2012-8-9,10.49089868
2012-8-10,10.39058925
2012-8-11,10.08721438
2012-8-12,9.541628928
2012-8-13,9.152624056
2012-8-14,9.010722908
2012-8-15,8.56300032
2012-8-16,8.125064018
2012-8-17,8.059006587
2012-8-18,7.696914002
2012-8-19,8.333022597
2012-8-20,7.767864576
2012-8-21,7.584371712
2012-8-22,7.824135721
2012-8-23,7.88774658
2012-8-24,8.651076895
2012-8-25,8.523855176
2012-8-26,8.396633457
2012-8-27,8.521408604
2012-8-28,8.455351173
2012-8-29,8.587466035
2012-8-30,8.455351173
2012-8-31,8.56300032
2012-9-1,8.425992315
2012-9-2,8.220480307
2012-9-3,8.357488312
2012-9-4,8.28898431
2012-9-5,8.726920612
2012-9-6,8.51406889
2012-9-7,8.939772334
2012-9-8,9.394834637
2012-9-9,9.1746432
2012-9-10,9.1746432
2012-9-11,8.954451763
2012-9-12,9.404620923
2012-9-13,9.556308357
2012-9-14,9.328777206
2012-9-15,9.328777206
2012-9-16,9.629705503
2012-9-17,9.864576369
2012-9-18,9.629705503
2012-9-19,9.864576369
2012-9-20,9.864576369
2012-9-21,9.864576369
2012-9-22,9.864576369
2012-9-23,9.864576369
2012-9-24,9.942866657
2012-9-25,9.707995791
2012-9-26,9.629705503
2012-9-27,9.473124925
2012-9-28,9.473124925
2012-9-29,9.551415214
2012-9-30,9.629705503
2012-10-1,14.37360768
2012-10-2,13.65186908
2012-10-3,13.57113222
2012-10-4,13.24084507
2012-10-5,12.97661534
2012-10-6,12.40167103
2012-10-7,11.90257044
2012-10-8,11.8120473
2012-10-9,11.35209185
2012-10-10,10.71598326
2012-10-11,10.99733898
2012-10-12,10.8236324
2012-10-13,10.94106784
2012-10-14,11.07073613
2012-10-15,10.45175353
2012-10-16,10.27560038
2012-10-17,10.27560038
2012-10-18,10.27560038
2012-10-19,10.7037504
2012-10-20,10.64258611
2012-10-21,10.52025754
2012-10-22,10.45909325
2012-10-23,10.58142182
2012-10-24,10.82607898
2012-10-25,13.48550222
2012-10-26,13.73994566
2012-10-27,11.89523073
2012-10-28,11.38634385
2012-10-29,11.51356557
2012-10-30,11.32273299
2012-10-31,11.69216529
2012-11-1,11.69216529
2012-11-2,11.62610786
2012-11-3,11.62610786
2012-11-4,11.56005043
2012-11-5,11.78268844
2012-11-6,12.46772847
2012-11-7,12.46772847
2012-11-8,12.26221646
2012-11-9,11.98820045
2012-11-10,12.39922446
2012-11-11,12.84205391
2012-11-12,11.99064702
2012-11-13,11.42304243
2012-11-14,11.63589415
2012-11-15,11.70684472
2012-11-16,10.99733898
2012-11-17,10.99733898
2012-11-18,11.52335186
2012-11-19,11.52335186
2012-11-20,11.30316042
2012-11-21,11.52335186
2012-11-22,11.596749
2012-11-23,11.44995471
2012-11-24,11.08296899
2012-11-25,11.37655757
2012-11-26,11.08296899
2012-11-27,10.92149527
2012-11-28,11.37655757
2012-11-29,11.75577615
2012-11-30,11.67993244
2012-12-1,11.75577615
2012-12-2,11.83161987
2012-12-3,11.9833073
2012-12-4,12.13499474
2012-12-5,11.82183358
2012-12-6,12.29157532
2012-12-7,12.05670445
2012-12-8,11.82183358
2012-12-9,11.58696272
2012-12-10,12.91789763
2012-12-11,13.30934907
2012-12-12,12.91789763
2012-12-13,13.40231879
2012-12-14,12.99863449
2012-12-15,14.29042425
2012-12-16,14.93631913
2012-12-17,13.80600309
2012-12-18,13.48305565
2012-12-19,13.16010821
2012-12-20,12.83716077
2012-12-21,12.99863449
2012-12-22,12.91789763
2012-12-23,11.7435433
2012-12-24,10.96064041
2012-12-25,10.96064041
2012-12-26,10.17773752
2012-12-27,10.17773752
2012-12-28,9.394834637
2012-12-29,9.394834637
2012-12-30,8.61193175
2012-12-31,8.61193175
2013-1-1,8.61193175
2013-1-2,8.342808883
2013-1-3,8.342808883
2013-1-4,8.342808883
2013-1-5,8.342808883
2013-1-6,8.342808883
2013-1-7,8.646183752
2013-1-8,8.342808883
2013-1-9,9.101246054
2013-1-10,9.101246054
2013-1-11,9.48046464
2013-1-12,9.48046464
2013-1-13,9.027848909
2013-1-14,8.734260326
2013-1-15,8.587466035
2013-1-16,8.367274598
2013-1-17,8.147083162
2013-1-18,8.367274598
2013-1-19,8.660863181
2013-1-20,8.51406889
2013-1-21,8.440671744
2013-1-22,7.853494579
2013-1-23,7.559905997
2013-1-24,7.559905997
2013-1-25,7.30790913
2013-1-26,7.166007982
2013-1-27,7.449810278
2013-1-28,7.804563149
2013-1-29,7.875513723
2013-1-30,8.159316019
2013-1-31,7.875513723
2013-2-1,7.804563149
2013-2-2,7.662662001
2013-2-3,7.378859704
2013-2-4,7.378859704
2013-2-5,7.124416266
2013-2-6,7.124416266
2013-2-7,7.124416266
2013-2-8,7.398432276
2013-2-9,7.398432276
2013-2-10,7.535440282
2013-2-11,7.877960294
2013-2-12,8.083472302
2013-2-13,7.992949156
2013-2-14,8.25717888
2013-2-15,7.794776863
2013-2-16,7.398432276
2013-2-17,6.997194547
